Volume [m^3],Pressure [Pa],Velocity [m/s]
5.35E-09,186774.149,0.444062104
5.35E-09,186669.922,0.758662713
5.35E-09,186686.697,0.697030937
5.35E-09,186589.981,0.735703081
5.35E-09,186605.122,0.676522731
5.35E-09,186665.867,0.490063666
5.35E-09,186686.88,0.434086489
5.35E-09,186585.752,0.478966326
5.35E-09,186604.836,0.42498771
5.35E-09,186684.757,0.674162941
5.35E-09,186698.325,0.702759512
5.35E-09,186606.778,0.654595575
5.35E-09,186618.7,0.681266727
5.35E-09,186688.828,0.412823489
5.35E-09,186698.714,0.433778777
5.35E-09,186610.71,0.404654082
5.35E-09,186618.731,0.42402799
5.35E-09,186802.273,0.290701494
5.35E-09,186843.489,0.236319887
5.35E-09,186731.803,0.288628301
5.35E-09,186770.169,0.236410284
5.35E-09,186787.17,0.14321748
5.35E-09,186842.74,0.118654077
5.35E-09,186715.921,0.149373324
5.35E-09,186768.66,0.125594829
5.35E-09,186828.834,0.216503511
5.35E-09,186848.066,0.236011126
5.35E-09,186761.416,0.217026468
5.35E-09,186777.76,0.235139214
5.35E-09,186823.514,0.11298447
5.35E-09,186843.249,0.11858421
5.35E-09,186754.248,0.119178921
5.35E-09,186772.185,0.124384785
5.35E-09,186656.287,0.286971654
5.35E-09,186692.058,0.236905707
5.35E-09,186575.733,0.285735475
5.35E-09,186609.261,0.237823865
5.35E-09,186639.567,0.155850636
5.35E-09,186689.596,0.133112775
5.35E-09,186558.18,0.162640186
5.35E-09,186605.847,0.14116827
5.35E-09,186688.408,0.218152086
5.35E-09,186702.003,0.234877591
5.35E-09,186609.73,0.219885601
5.35E-09,186621.09,0.235108903
5.35E-09,186679.841,0.126546447
5.35E-09,186695.697,0.131101707
5.35E-09,186599.756,0.134670896
5.35E-09,186613.809,0.138623462
2.63E-09,187094.146,1.2093127
7.99E-10,187105.169,1.17969349
2.63E-09,187039.946,1.16407128
7.99E-10,187050.01,1.13564618
2.63E-09,186981.43,1.1204857
7.99E-10,186991.081,1.0932714
2.63E-09,186918.443,1.07867203
7.99E-10,186927.859,1.05263028
2.63E-09,186851.073,1.03866674
7.99E-10,186860.191,1.01373068
2.63E-09,186779.45,1.00044911
7.99E-10,186788.12,0.976556192
2.63E-09,186703.645,0.963977928
7.99E-10,186711.596,0.941086643
2.63E-09,186623.489,0.929257906
7.99E-10,186630.564,0.907299939
5.35E-09,187087.148,0.94620195
5.32E-09,187096.873,1.07240846
5.35E-09,187035.118,0.913497034
5.32E-09,187043.358,1.03312207
5.35E-09,187074.546,0.587830811
5.35E-09,187080.285,0.725663321
5.35E-09,187024.949,0.569904256
5.35E-09,187029.368,0.701644831
3.37E-09,187108.773,1.15309161
3.96E-10,187124.219,1.15521104
3.37E-09,187053.814,1.11092661
3.96E-10,187067.743,1.11374399
5.35E-09,187092.599,0.925893514
4.63E-09,187109.909,1.09372694
5.35E-09,187039.725,0.893654965
4.63E-09,187054.797,1.05549995
5.35E-09,186978.622,0.882169192
5.32E-09,186985.661,0.995533533
5.35E-09,186917.26,0.852203767
5.32E-09,186923.341,0.959638613
5.35E-09,186970.559,0.552825267
5.35E-09,186973.753,0.678565616
5.35E-09,186910.853,0.536657268
5.35E-09,186913.134,0.656468907
3.37E-09,186994.776,1.07025334
3.96E-10,187007.439,1.07356148
3.37E-09,186931.34,1.03117309
3.96E-10,186942.889,1.03478837
5.35E-09,186982.339,0.862507785
4.63E-09,186995.389,1.01825218
5.35E-09,186920.146,0.832520586
4.63E-09,186931.376,0.982125646
5.35E-09,187063.08,0.318398458
5.35E-09,187055.368,0.44406127
5.35E-09,187015.533,0.311631774
5.35E-09,187007.476,0.432013156
5.35E-09,187046.91,0.138701262
5.35E-09,187025.122,0.235400988
5.35E-09,187000.283,0.139699034
5.35E-09,186979.274,0.232399271
5.35E-09,187057.692,0.628506107
5.35E-09,187080.681,0.873673936
5.35E-09,187008.152,0.609306007
5.35E-09,187027.545,0.84522535
5.35E-09,187015.429,0.399795861
5.35E-09,187029.685,0.630325024
5.35E-09,186968.871,0.390397193
5.35E-09,186980.683,0.61251998
5.35E-09,186962.745,0.30530775
5.35E-09,186954.277,0.420455592
5.35E-09,186904.394,0.299489933
5.35E-09,186895.515,0.409460539
5.35E-09,186947.86,0.141471579
5.35E-09,186927.719,0.229845312
5.35E-09,186889.535,0.144014938
5.35E-09,186870.241,0.22779391
5.35E-09,186953.568,0.590680355
5.35E-09,186969.767,0.817483333
5.35E-09,186893.692,0.572697838
5.35E-09,186907.137,0.790528095
5.35E-09,186916.704,0.381352192
5.35E-09,186926.319,0.595155321
5.35E-09,186858.743,0.372732718
5.35E-09,186866.402,0.578290841
6.82E-10,187130.32,1.11125194
6.82E-10,187072.211,1.07511779
6.82E-10,187010.302,1.04010089
6.82E-10,186944.221,1.00616812
4.49E-09,187109.358,1.06061245
2.42E-10,187142.895,1.06952396
4.49E-09,187052.904,1.02622366
2.42E-10,187083.412,1.03504668
5.35E-09,187075.256,0.911069598
2.79E-09,187119.74,1.05078688
5.35E-09,187021.257,0.882723394
2.79E-09,187061.495,1.01751724
4.49E-09,186992.192,0.992901436
2.42E-10,187019.999,1.00164519
4.49E-09,186926.938,0.960651091
2.42E-10,186952.254,0.969322245
5.35E-09,186962.462,0.855260103
2.79E-09,186998.955,0.985330398
5.35E-09,186898.66,0.828710127
2.79E-09,186931.823,0.954244087
5.35E-09,186850.883,0.823530682
5.32E-09,186856.277,0.925408796
5.35E-09,186779.817,0.796105517
5.32E-09,186784.509,0.892801534
5.35E-09,186845.662,0.521317133
5.35E-09,186847.392,0.635365675
5.35E-09,186775.53,0.506869375
5.35E-09,186776.582,0.615270836
3.37E-09,186863.353,0.993741538
3.96E-10,186873.842,0.997503119
3.37E-09,186790.721,0.957982866
3.96E-10,186800.174,0.961745267
5.35E-09,186853.008,0.803740968
4.63E-09,186862.593,0.947235429
5.35E-09,186780.89,0.776191192
4.63E-09,186788.968,0.913665197
5.35E-09,186704.245,0.769926379
5.32E-09,186708.08,0.8617683
5.35E-09,186623.976,0.744921111
5.32E-09,186626.971,0.83226159
5.35E-09,186700.612,0.49325973
5.35E-09,186700.784,0.596185994
5.35E-09,186620.716,0.480410894
5.35E-09,186620.015,0.578123562
3.37E-09,186713.408,0.923894918
3.96E-10,186721.872,0.927544693
3.37E-09,186631.462,0.891465285
3.96E-10,186639.022,0.894912532
5.35E-09,186703.841,0.749888086
4.63E-09,186710.534,0.881478119
5.35E-09,186621.968,0.724858446
4.63E-09,186627.414,0.850719817
5.35E-09,186840.154,0.294335562
5.35E-09,186831.082,0.399090744
5.35E-09,186769.674,0.289961781
5.35E-09,186761.11,0.389382251
5.35E-09,186825.382,0.147259692
5.35E-09,186806.759,0.22624942
5.35E-09,186755.985,0.151020953
5.35E-09,186737.51,0.2252244
5.35E-09,186828.412,0.555411659
5.35E-09,186839.508,0.764442815
5.35E-09,186757.75,0.538865342
5.35E-09,186766.804,0.739303221
5.35E-09,186794.921,0.364585284
5.35E-09,186800.897,0.561974832
5.35E-09,186725.359,0.356955347
5.35E-09,186729.891,0.546258454
5.35E-09,186694.206,0.28619415
5.35E-09,186685.905,0.380314476
5.35E-09,186614.308,0.283020587
5.35E-09,186605.435,0.372038745
5.35E-09,186680.874,0.155323421
5.35E-09,186662.583,0.224818685
5.35E-09,186599.772,0.160589244
5.35E-09,186582.045,0.22505107
5.35E-09,186681.791,0.523097398
5.35E-09,186689.047,0.715163967
5.35E-09,186600.653,0.508172515
5.35E-09,186606.411,0.692067874
5.35E-09,186650.174,0.349890724
5.35E-09,186653.528,0.531196053
5.35E-09,186569.625,0.343430135
5.35E-09,186572.02,0.516829735
6.82E-10,186873.682,0.973299611
6.82E-10,186798.542,0.941484324
6.82E-10,186718.787,0.910718861
6.82E-10,186634.494,0.881000727
4.49E-09,186856.965,0.929479128
2.42E-10,186879.937,0.938069378
4.49E-09,186782.181,0.899391478
2.42E-10,186802.935,0.907876312
5.35E-09,186829.748,0.803092821
2.79E-09,186859.922,0.924262516
5.35E-09,186755.721,0.778420097
2.79E-09,186783.205,0.895379881
4.49E-09,186702.603,0.870390708
2.42E-10,186721.291,0.878742855
4.49E-09,186618.364,0.842474043
2.42E-10,186635.159,0.850657637
5.35E-09,186676.689,0.754696577
2.79E-09,186701.754,0.867577408
5.35E-09,186592.859,0.731923677
2.79E-09,186615.752,0.840828783
5.35E-09,187267.943,0.708692656
5.35E-09,187226.862,0.375376723
5.35E-09,187224.752,0.694256185
5.35E-09,187188.382,0.373546425
5.35E-09,187178.325,0.518270899
5.35E-09,187145.505,0.226926792
5.35E-09,187144.651,0.512776931
5.35E-09,187114.028,0.229118249
5.35E-09,187235.31,0.166537753
5.35E-09,187280.139,0.128201653
5.35E-09,187197.805,0.168111302
5.35E-09,187244.007,0.11911246
5.35E-09,187163.151,0.117398098
5.35E-09,187226.024,0.188877798
5.35E-09,187131.274,0.110355297
5.35E-09,187192.572,0.174618775
5.35E-09,187183.49,0.679782179
5.35E-09,187151.53,0.371655482
5.35E-09,187143.68,0.665390583
5.35E-09,187115.762,0.369509508
5.35E-09,187112.272,0.506698665
5.35E-09,187083.22,0.231576793
5.35E-09,187080.095,0.5003979
5.35E-09,187052.918,0.234197976
5.35E-09,187161.605,0.170120811
5.35E-09,187208.356,0.111120552
5.35E-09,187126.136,0.172378327
5.35E-09,187171.861,0.104922435
5.35E-09,187099.057,0.104839896
5.35E-09,187158.803,0.160255494
5.35E-09,187068.667,0.100998656
5.35E-09,187124.599,0.146341751
5.35E-09,187102.847,0.409548391
5.35E-09,187060.757,0.155092873
5.35E-09,187076.176,0.409041598
5.35E-09,187036.692,0.157206845
5.35E-09,187042.506,0.360414032
5.35E-09,186987.039,0.125236035
5.35E-09,187024.549,0.362298663
5.35E-09,186971.757,0.127596754
5.35E-09,187080.784,0.121784084
5.35E-09,187152.913,0.221034931
5.35E-09,187055.239,0.10863662
5.35E-09,187124.589,0.204607073
5.35E-09,187005.05,0.102771018
5.35E-09,187078.164,0.229789781
5.35E-09,186988.473,0.087815098
5.35E-09,187058.178,0.213277644
5.35E-09,187050.076,0.407534066
5.35E-09,187012.819,0.160331986
5.35E-09,187023.351,0.406028264
5.35E-09,186988.196,0.164084982
5.35E-09,187006.708,0.363358974
5.35E-09,186955.901,0.132064756
5.35E-09,186988.361,0.364894591
5.35E-09,186937.927,0.136823613
5.35E-09,187029.278,0.096341836
5.35E-09,187095.345,0.187838817
5.35E-09,187002.255,0.085274825
5.35E-09,187064.665,0.171601145
5.35E-09,186970.02,0.07310811
5.35E-09,187036.187,0.195764608
5.35E-09,186948.503,0.058973137
5.35E-09,187011.679,0.179313609
5.35E-09,187256.078,0.189288775
5.35E-09,187399.945,0.232207179
5.35E-09,187221.683,0.176817004
5.35E-09,187366.854,0.220455824
5.35E-09,187221.447,0.265051568
5.35E-09,187365.85,0.303859945
5.35E-09,187188.12,0.251237872
5.35E-09,187334.513,0.292612695
5.35E-09,187279.975,0.247880418
5.35E-09,187281.315,0.23014707
5.35E-09,187252.842,0.237673463
5.35E-09,187257.514,0.221090671
5.35E-09,187246.777,0.312654595
5.35E-09,187220.671,0.292582861
5.35E-09,187224.236,0.304110017
5.35E-09,187198.172,0.285537163
5.35E-09,187190.158,0.164141806
5.35E-09,187333.347,0.208264268
5.35E-09,187160.614,0.152106531
5.35E-09,187298.327,0.196127114
5.35E-09,187156.454,0.23645553
5.35E-09,187302.59,0.280397874
5.35E-09,187125.901,0.221680086
5.35E-09,187267.76,0.267947836
5.35E-09,187225.757,0.22665719
5.35E-09,187235.797,0.211212868
5.35E-09,187198.65,0.215338983
5.35E-09,187213.709,0.200871478
5.35E-09,187201.289,0.294130533
5.35E-09,187178.268,0.276319139
5.35E-09,187178.411,0.283248664
5.35E-09,187158.244,0.265501775
5.35E-09,187173.442,0.313605271
5.35E-09,187297.806,0.352295462
5.35E-09,187144.437,0.298765564
5.35E-09,187269.573,0.342638607
5.35E-09,187123.088,0.357773124
5.35E-09,187217.983,0.4014177
5.35E-09,187099.733,0.342297074
5.35E-09,187191.932,0.392980949
5.35E-09,187189.015,0.344582124
5.35E-09,187141.008,0.311427776
5.35E-09,187168.753,0.339582689
5.35E-09,187116.256,0.307608233
5.35E-09,187119.879,0.367659818
5.35E-09,187057.396,0.304215101
5.35E-09,187099.85,0.366254192
5.35E-09,187030.743,0.303646993
5.35E-09,187115.21,0.282747514
5.35E-09,187241.075,0.331535487
5.35E-09,187085.085,0.266950262
5.35E-09,187210.338,0.320184014
5.35E-09,187074.173,0.32529272
5.35E-09,187167.317,0.382534802
5.35E-09,187046.232,0.308947463
5.35E-09,187140.709,0.372173834
5.35E-09,187149.127,0.332751294
5.35E-09,187096.353,0.301233597
5.35E-09,187129.035,0.324657299
5.35E-09,187077.748,0.292837752
5.35E-09,187081.42,0.363317192
5.35E-09,187011.631,0.300796719
5.35E-09,187063.02,0.358836534
5.35E-09,186996.363,0.295678415
5.35E-09,187104.317,0.65119271
5.35E-09,187079.795,0.367132275
5.35E-09,187064.53,0.637291555
5.35E-09,187042.756,0.36461299
5.35E-09,187046.929,0.493772373
5.35E-09,187021.272,0.236648982
5.35E-09,187011.716,0.486999456
5.35E-09,186987.806,0.238902505
5.35E-09,187090.832,0.175076176
5.35E-09,187135.17,0.10031353
5.35E-09,187054.452,0.177883215
5.35E-09,187097.141,0.097297061
5.35E-09,187035.685,0.099003543
5.35E-09,187089.301,0.133553056
5.35E-09,187001.161,0.098708033
5.35E-09,187052.374,0.122157973
5.35E-09,187023.105,0.623794064
5.35E-09,187003.596,0.362029381
5.35E-09,186979.047,0.610820197
5.35E-09,186961.489,0.359464332
5.35E-09,186973.969,0.480268219
5.35E-09,186951.684,0.241061957
5.35E-09,186933.35,0.47377695
5.35E-09,186912.363,0.24331826
5.35E-09,187015.583,0.181073824
5.35E-09,187056.76,0.096185872
5.35E-09,186973.334,0.184454585
5.35E-09,187012.619,0.096868524
5.35E-09,186963.961,0.09988264
5.35E-09,187012.97,0.112239529
5.35E-09,186923.501,0.102532664
5.35E-09,186970.262,0.103902645
5.35E-09,186995.074,0.403881623
5.35E-09,186961.65,0.168161154
5.35E-09,186964.595,0.400956864
5.35E-09,186932.617,0.172132574
5.35E-09,186963.984,0.366137784
5.35E-09,186916.639,0.142957837
5.35E-09,186936.844,0.365352972
5.35E-09,186892.318,0.148939933
5.35E-09,186973.781,0.075896078
5.35E-09,187032.158,0.156459823
5.35E-09,186942.933,0.068567677
5.35E-09,186997.559,0.142733245
5.35E-09,186925.249,0.046662022
5.35E-09,186984.07,0.164540784
5.35E-09,186898.264,0.037094333
5.35E-09,186952.756,0.152240619
5.35E-09,186931.622,0.397703202
5.35E-09,186900.498,0.176018865
5.35E-09,186895.16,0.395239723
5.35E-09,186864.831,0.180428182
5.35E-09,186914.764,0.364442579
5.35E-09,186864.382,0.155123674
5.35E-09,186881.832,0.364807966
5.35E-09,186831.799,0.162015935
5.35E-09,186908.392,0.063682871
5.35E-09,186960.299,0.130638132
5.35E-09,186871.633,0.061938829
5.35E-09,186919.823,0.120550462
5.35E-09,186867.801,0.032610498
5.35E-09,186918.861,0.142414163
5.35E-09,186835.077,0.035657365
5.35E-09,186882.852,0.135677813
5.35E-09,187131.41,0.140679397
5.35E-09,187261.315,0.184572191
5.35E-09,187100.518,0.130242694
5.35E-09,187221.711,0.17370581
5.35E-09,187094.792,0.207456926
5.35E-09,187231.486,0.255674841
5.35E-09,187061.958,0.194223339
5.35E-09,187192.735,0.243958052
5.35E-09,187170.307,0.204143482
5.35E-09,187189.057,0.190498883
5.35E-09,187140.09,0.193352792
5.35E-09,187161.095,0.18031115
5.35E-09,187152.396,0.271992756
5.35E-09,187136.196,0.253839364
5.35E-09,187122.825,0.260836797
5.35E-09,187110.59,0.242112747
5.35E-09,187066.541,0.120996876
5.35E-09,187178.777,0.164034346
5.35E-09,187027.951,0.113658899
5.35E-09,187132.48,0.155442492
5.35E-09,187026.494,0.182180979
5.35E-09,187150.483,0.233207746
5.35E-09,186987.195,0.171567488
5.35E-09,187104.378,0.223606541
5.35E-09,187107.399,0.183164733
5.35E-09,187128.813,0.170719437
5.35E-09,187070.815,0.173909007
5.35E-09,187091.658,0.161887888
5.35E-09,187089.524,0.25020213
5.35E-09,187080.335,0.230784376
5.35E-09,187051.751,0.240489409
5.35E-09,187044.78,0.220169658
5.35E-09,187053.342,0.252162746
5.35E-09,187177.349,0.309149522
5.35E-09,187019.761,0.23918379
5.35E-09,187141.265,0.298922026
5.35E-09,187017.451,0.294123709
5.35E-09,187110.053,0.362373639
5.35E-09,186989.286,0.281853565
5.35E-09,187075.472,0.353749726
5.35E-09,187106.207,0.315667619
5.35E-09,187057.516,0.28294185
5.35E-09,187079.44,0.30657374
5.35E-09,187034.043,0.272402435
5.35E-09,187042.349,0.352981172
5.35E-09,186980.763,0.288846085
5.35E-09,187018.887,0.346508505
5.35E-09,186961.896,0.281120934
5.35E-09,186984.042,0.228153189
5.35E-09,187101.395,0.289900436
5.35E-09,186944.746,0.218840643
5.35E-09,187057.651,0.282290973
5.35E-09,186958.721,0.271891011
5.35E-09,187034.946,0.346516362
5.35E-09,186922.653,0.264347738
5.35E-09,186992.228,0.34046856
5.35E-09,187047.999,0.298092483
5.35E-09,187006.229,0.261965247
5.35E-09,187011.532,0.290622042
5.35E-09,186973.212,0.252311412
5.35E-09,186991.357,0.34015921
5.35E-09,186938.001,0.27326325
5.35E-09,186958.193,0.334408113
5.35E-09,186908.175,0.265928933
5.35E-09,187028.547,0.382230186
5.35E-09,186943.246,0.13049046
5.35E-09,187016.676,0.383864603
5.35E-09,186933.794,0.136415992
5.35E-09,187038.335,0.44434765
5.35E-09,186958.698,0.182317373
5.35E-09,187033.075,0.446768947
5.35E-09,186959.47,0.191514584
5.35E-09,186963.966,0.063309957
5.35E-09,187034.694,0.233212174
5.35E-09,186957.926,0.050536559
5.35E-09,187023.414,0.219007045
5.35E-09,186978.509,0.057278305
5.35E-09,187060.868,0.240316327
5.35E-09,186976.844,0.065195436
5.35E-09,187055.193,0.23136436
5.35E-09,187002.261,0.385505722
5.35E-09,186926.724,0.14339786
5.35E-09,186985.753,0.387623069
5.35E-09,186915.505,0.150941988
5.35E-09,187025.368,0.448911314
5.35E-09,186956.866,0.201666401
5.35E-09,187014.883,0.450409214
5.35E-09,186949.661,0.211810258
5.35E-09,186945.761,0.040356604
5.35E-09,187007.848,0.203836221
5.35E-09,186929.095,0.034924376
5.35E-09,186988.912,0.190080785
5.35E-09,186970.278,0.075839046
5.35E-09,187044.098,0.221900308
5.35E-09,186959.978,0.088134201
5.35E-09,187028.729,0.214152615
5.35E-09,187153.818,0.555777068
5.35E-09,187053.672,0.290011864
5.35E-09,187151.871,0.558888549
5.35E-09,187055.734,0.302510582
5.35E-09,187390.439,0.695906717
5.35E-09,187243.703,0.454593213
5.35E-09,187388.251,0.703992932
5.35E-09,187243.058,0.468368504
5.35E-09,187072.997,0.144455306
5.35E-09,187171.32,0.26080781
5.35E-09,187072.617,0.160721273
5.35E-09,187165.173,0.2596471
5.35E-09,187256.329,0.291936884
5.35E-09,187391.017,0.305423816
5.35E-09,187252.146,0.309314468
5.35E-09,187377.519,0.312366245
5.35E-09,187145.638,0.560423146
5.35E-09,187053.827,0.314633498
5.35E-09,187134.898,0.560706768
5.35E-09,187048.091,0.325888115
5.35E-09,187377.976,0.709286414
5.35E-09,187237.627,0.482268702
5.35E-09,187356.155,0.70766667
5.35E-09,187229.761,0.492796138
5.35E-09,187066.245,0.177597872
5.35E-09,187153.641,0.258825472
5.35E-09,187056.052,0.193970719
5.35E-09,187138.816,0.259128757
5.35E-09,187248.225,0.326940635
5.35E-09,187361.558,0.319559194
5.35E-09,187242.435,0.343036287
5.35E-09,187344.716,0.326651365
5.35E-09,187098.725,0.3951797
5.35E-09,187163.05,0.442142385
5.35E-09,187083.981,0.379716339
5.35E-09,187140.787,0.434470799
5.35E-09,187164.166,0.418213964
5.35E-09,187201.313,0.460758534
5.35E-09,187149.927,0.403859857
5.35E-09,187180.053,0.452891277
5.35E-09,187083.229,0.381991274
5.35E-09,187007.521,0.287412428
5.35E-09,187064.974,0.382777901
5.35E-09,186980.83,0.288905205
5.35E-09,187106.657,0.384260516
5.35E-09,187004.129,0.263453106
5.35E-09,187090.945,0.385245502
5.35E-09,186979.37,0.266441121
5.35E-09,187067.118,0.362036602
5.35E-09,187117.24,0.424689714
5.35E-09,187046.872,0.345319671
5.35E-09,187092.288,0.415690885
5.35E-09,187132.375,0.386783568
5.35E-09,187157.866,0.444498987
5.35E-09,187112.171,0.37115587
5.35E-09,187136.674,0.436127631
5.35E-09,187053.343,0.382967916
5.35E-09,186963.213,0.288281681
5.35E-09,187042.51,0.380953827
5.35E-09,186950.375,0.285306358
5.35E-09,187081.06,0.385139337
5.35E-09,186963.326,0.267274792
5.35E-09,187072.034,0.383288773
5.35E-09,186952.27,0.265877124
5.35E-09,187291.343,0.416976259
5.35E-09,187316.303,0.449288073
5.35E-09,187275.98,0.405114697
5.35E-09,187302.04,0.43927109
5.35E-09,187550.798,0.381426874
5.35E-09,187561.718,0.399162532
5.35E-09,187527.165,0.373208921
5.35E-09,187544.006,0.386655248
5.35E-09,187203.563,0.373123336
5.35E-09,187069.526,0.240939329
5.35E-09,187191.289,0.373110329
5.35E-09,187053.64,0.244699582
5.35E-09,187404.622,0.353792409
5.35E-09,187220.921,0.247429662
5.35E-09,187396.712,0.35033284
5.35E-09,187214.23,0.249840849
5.35E-09,187256.999,0.392390672
5.35E-09,187286.851,0.429105975
5.35E-09,187237.995,0.380182122
5.35E-09,187269.881,0.420020946
5.35E-09,187500.422,0.366383424
5.35E-09,187527.016,0.373699528
