Volume [m^3],Pressure [Pa],Velocity [m/s]
4.22E-10,198862.257,0.198153517
8.26E-10,198852.93,0.28027775
2.17E-10,198612.622,0.285172048
5.37E-10,198581.219,0.396698114
2.73E-10,198860.982,0.447243063
1.18E-10,198576.162,0.595798679
6.25E-12,198318.807,0.564483187
1.70E-15,198079.411,0.571054752
3.81E-10,198335.637,0.563501671
2.26E-10,198083.648,0.599445315
2.26E-09,198318.807,0.564483187
5.15E-09,198334.156,0.719942823
1.92E-09,198079.411,0.571054752
4.99E-09,198083.843,0.725331417
1.09E-10,197801.767,0.654561055
3.31E-11,197543.739,0.740410682
1.62E-09,197834.8,0.573274607
4.78E-09,197824.951,0.731851678
1.34E-09,197564.929,0.580868839
4.51E-09,197543.739,0.740410682
2.03E-12,197264.303,0.750401296
1.09E-09,197284.769,0.592215002
4.19E-09,197264.303,0.750401296
8.61E-10,196984.607,0.60419079
3.86E-09,196977.019,0.759006583
6.59E-10,196690.229,0.618919552
3.54E-09,196675.791,0.767957614
4.82E-10,196377.559,0.634913155
3.22E-09,196352.881,0.779748653
2.24E-09,198328.329,0.574393372
1.90E-09,198080.492,0.586819736
3.44E-10,198367.042,0.611823391
5.13E-09,198361.46,0.777422756
1.96E-10,198097.831,0.615472573
4.96E-09,198101.391,0.786157193
5.35E-09,198340.258,0.791341659
5.35E-09,198339.677,1.02321891
5.35E-09,198088.933,0.793235821
5.35E-09,198083.277,1.02859534
5.35E-09,198354.619,1.05847615
5.35E-09,198344.828,1.28553639
5.35E-09,198093.352,1.06461823
5.35E-09,198085.11,1.29926477
1.60E-09,197838.787,0.593075676
1.32E-09,197579.977,0.604344297
8.69E-11,197844.09,0.658904081
4.74E-09,197838.962,0.794227449
2.06E-11,197550.133,0.803652572
4.46E-09,197550.133,0.803652572
5.32E-09,197833.968,0.79386308
5.35E-09,197822.128,1.03379732
5.26E-09,197563.618,0.794236853
5.35E-09,197548.337,1.03860574
5.35E-09,197828.525,1.07022329
5.35E-09,197820.24,1.31383292
5.35E-09,197551.499,1.07511136
5.35E-09,197546.28,1.32875507
1.63E-09,198354.79,0.72700955
5.35E-09,198359.622,0.899371554
1.34E-09,198103.988,0.745903056
5.35E-09,198099.134,0.908819665
2.00E-09,198371.652,0.739689414
5.35E-09,198363.932,0.912541767
1.71E-09,198070.043,0.761588249
5.35E-09,198077.273,0.920215514
5.35E-09,198357.399,1.20814616
5.35E-09,198347.971,1.46296494
5.35E-09,198093.933,1.22042545
5.35E-09,198085.618,1.48136885
5.35E-09,198351.992,1.23297026
5.35E-09,198340.129,1.49324166
5.35E-09,198076.615,1.24762167
5.35E-09,198072.35,1.5140778
1.04E-09,197828.145,0.760291611
5.35E-09,197826.67,0.916018227
7.46E-10,197509.448,0.787772476
5.35E-09,197537.481,0.922284161
1.42E-09,197803.656,0.786459242
5.35E-09,197800.66,0.927105057
1.13E-09,197512.46,0.816863949
5.35E-09,197522.144,0.932710003
5.35E-09,197824.217,1.23290723
5.35E-09,197817.662,1.50057962
5.35E-09,197546.443,1.2449588
5.35E-09,197543.282,1.52020241
5.35E-09,197802.598,1.26258317
5.35E-09,197802.485,1.53567621
5.35E-09,197528.55,1.27702638
5.35E-09,197530.576,1.55761072
1.07E-09,197289.401,0.618274361
8.46E-10,196983.235,0.632968151
3.69E-13,197265.556,0.81370338
4.12E-09,197265.556,0.81370338
3.80E-09,196975.075,0.821403178
5.16E-09,197278.333,0.795026606
5.35E-09,197266.216,1.04307081
5.03E-09,196982.22,0.795198841
5.35E-09,196973.74,1.04684025
5.35E-09,197267.228,1.07909429
5.35E-09,197263.241,1.34366925
5.35E-09,196974.05,1.08204518
5.35E-09,196970.42,1.35846753
6.45E-10,196691.354,0.645937488
4.70E-10,196379.634,0.65773273
3.48E-09,196676.163,0.829460389
3.16E-09,196362.943,0.83902461
4.86E-09,196681.527,0.795826732
5.35E-09,196669.751,1.04956966
4.66E-09,196365.326,0.797513764
5.35E-09,196350.389,1.05269372
5.35E-09,196671.641,1.08431602
5.35E-09,196666.502,1.37316905
5.35E-09,196356.826,1.08632587
5.35E-09,196349.979,1.38799801
4.70E-10,197280.21,0.829402602
5.35E-09,197270.042,0.928982522
2.55E-10,196990.556,0.884761508
5.31E-09,196984.367,0.936440654
8.42E-10,197261.651,0.854494244
5.35E-09,197246.973,0.939525063
5.52E-10,196929.966,0.9032485
5.35E-09,196956.867,0.948642274
5.35E-09,197264.458,1.25629368
5.35E-09,197260.35,1.53992882
5.35E-09,196973.657,1.26700948
5.35E-09,196969.106,1.55964108
5.35E-09,197251.134,1.29095145
5.35E-09,197252.188,1.57959279
5.35E-09,196965.856,1.3040704
5.35E-09,196965.232,1.60143641
9.86E-11,196670.78,0.948484995
5.19E-09,196670.78,0.948484995
1.11E-11,196361.626,0.968387901
4.94E-09,196361.626,0.968387901
2.62E-10,196660.287,0.961641622
5.35E-09,196660.287,0.961641622
4.43E-11,196389.244,0.971172316
5.32E-09,196389.244,0.971172316
5.35E-09,196668.796,1.27726853
5.35E-09,196666.576,1.57921353
5.35E-09,196358.948,1.28622632
5.35E-09,196353.436,1.59857411
5.35E-09,196663.799,1.31594571
5.35E-09,196662.163,1.62298817
5.35E-09,196355.945,1.32610695
5.35E-09,196344.891,1.64441708
3.32E-10,196040.5,0.654111493
2.90E-09,196007.497,0.796486393
2.09E-10,195698.791,0.680929265
2.58E-09,195668.982,0.812284035
1.13E-10,195350.698,0.730282303
2.26E-09,195319.276,0.823821115
4.62E-11,194959.686,0.813410548
1.94E-09,194983.133,0.836353008
9.03E-12,194491.891,0.830040014
1.62E-09,194568.951,0.85485425
4.41E-14,194221.871,0.83645307
1.31E-09,194206.554,0.875023193
1.05E-09,193841.025,0.891327632
8.19E-10,193426.494,0.911677483
3.21E-10,196053.327,0.675225336
1.99E-10,195708.124,0.698953519
2.84E-09,196030.861,0.848982572
2.52E-09,195688.485,0.858448361
4.41E-09,196030.897,0.799802907
5.35E-09,196014.995,1.05664264
4.12E-09,195686.03,0.802071895
5.35E-09,195675.833,1.05800602
5.35E-09,196026.407,1.08778306
5.35E-09,196020.651,1.4030011
5.35E-09,195684.069,1.08913671
5.35E-09,195682.493,1.41802901
1.06E-10,195363.919,0.741960689
4.14E-11,194959.686,0.813410548
2.20E-09,195331.56,0.867978838
1.87E-09,194961.261,0.880533048
3.79E-09,195318.13,0.805392896
5.35E-09,195327.199,1.05974883
3.41E-09,194959.686,0.813410548
5.35E-09,194970.611,1.06522281
5.35E-09,195327.765,1.09150333
5.35E-09,195333.6,1.43368904
5.35E-09,194959.905,1.09519794
5.35E-09,194971.685,1.45020045
4.62E-09,196030.074,0.988023901
4.33E-09,195692.647,1.00431177
2.16E-16,195984.874,0.990216217
5.06E-09,195984.874,0.990216217
4.75E-09,195699.002,1.02000948
5.35E-09,196030.613,1.29461256
5.35E-09,196027.164,1.61815028
5.35E-09,195690.246,1.30425611
5.35E-09,195688.48,1.63862636
5.35E-09,196004.937,1.33588686
5.35E-09,196011.236,1.66611088
5.35E-09,195677.982,1.3470037
5.35E-09,195675.21,1.68834955
4.04E-09,195339.489,1.02193764
3.74E-09,194973.932,1.04184367
4.46E-09,195342.077,1.0420559
4.17E-09,194975.839,1.06294754
5.35E-09,195336.582,1.31548804
5.35E-09,195338.483,1.66049238
5.35E-09,194972.518,1.32769209
5.35E-09,194977.148,1.68367048
5.35E-09,195333.815,1.35897844
5.35E-09,195329.447,1.71147724
5.35E-09,194974.275,1.37126621
5.35E-09,194972.106,1.73588908
7.00E-12,194491.891,0.830040014
5.30E-15,194221.871,0.83645307
1.55E-09,194550.67,0.896822098
1.25E-09,194206.785,0.91107816
2.98E-09,194491.891,0.830040014
5.35E-09,194566.989,1.07110277
2.56E-09,194221.871,0.83645307
5.35E-09,194213.965,1.07709846
5.35E-09,194559.3,1.09996792
5.35E-09,194589.887,1.46683852
5.35E-09,194212.741,1.10539361
5.35E-09,194217.852,1.48288547
9.97E-10,193843.459,0.925973702
7.69E-10,193438.016,0.948480035
2.23E-09,193849.151,0.829715746
5.32E-09,193835.374,1.08334707
1.92E-09,193433.629,0.830975012
5.26E-09,193421.927,1.09028363
5.32E-09,193837.744,1.11092325
5.35E-09,193830.826,1.4979102
5.25E-09,193428.738,1.11743503
5.35E-09,193420.073,1.51258796
3.45E-09,194598.18,1.06297222
3.16E-09,194227.784,1.08414818
3.88E-09,194607.944,1.08381432
3.60E-09,194237.68,1.10484227
5.35E-09,194596.935,1.34041034
5.35E-09,194604.362,1.70777783
5.35E-09,194224.021,1.35359728
5.35E-09,194226.9,1.7329067
5.35E-09,194608.75,1.38424976
5.35E-09,194606.527,1.76179242
5.35E-09,194236.606,1.39790875
5.35E-09,194232.791,1.78899023
2.86E-09,193845.4,1.1061924
2.57E-09,193436.226,1.12940894
3.31E-09,193850.354,1.1270705
3.02E-09,193440.38,1.15098487
5.35E-09,193839.671,1.36651591
5.35E-09,193837.466,1.75891472
5.35E-09,193432.184,1.3798756
5.35E-09,193429.076,1.78589936
5.35E-09,193847.452,1.41168763
5.35E-09,193841.545,1.81719327
5.35E-09,193435.903,1.42564791
5.35E-09,193428.068,1.84624873
1.21E-09,198349.796,0.652704269
5.35E-09,198345.574,0.798497398
9.05E-10,198042.64,0.675509247
5.35E-09,198060.239,0.79989021
6.07E-11,198343.224,0.588132635
4.47E-09,198343.224,0.588132635
1.12E-11,198038.118,0.611889724
4.15E-09,198038.118,0.611889724
5.35E-09,198347.104,1.1063903
5.35E-09,198344.248,1.33532615
5.35E-09,198076.233,1.12067646
5.35E-09,198078.541,1.35669342
5.35E-09,198333.645,0.842289193
5.35E-09,198326.56,1.03706367
5.35E-09,198049.477,0.849237511
5.35E-09,198053.102,1.05285395
6.28E-10,197806.896,0.698415821
5.35E-09,197803.063,0.801132407
4.05E-10,197538.641,0.71862721
5.30E-09,197529.872,0.803131322
2.55E-14,197772.202,0.6274215
3.80E-09,197772.202,0.6274215
3.46E-09,197511.451,0.64154405
5.35E-09,197808.572,1.13623397
5.35E-09,197809.933,1.38000531
5.35E-09,197536.345,1.15254142
5.35E-09,197537.296,1.40466889
5.35E-09,197781.15,0.859021843
5.35E-09,197784.572,1.07205361
5.35E-09,197515.209,0.869997044
5.35E-09,197516.47,1.0933557
1.04E-09,198339.454,0.275258492
8.20E-10,198057.951,0.296257462
5.05E-09,198330.516,0.470067039
5.35E-09,198319.653,0.685614469
4.89E-09,198043.988,0.484246695
5.35E-09,198040.418,0.685504158
7.65E-10,198337.882,0.195689821
3.51E-09,198314.537,0.397803557
5.71E-10,198037.071,0.251751004
3.20E-09,198028.69,0.416976761
6.23E-10,197777.573,0.347853054
4.51E-10,197502.34,0.34581586
4.69E-09,197774.202,0.488762642
5.35E-09,197770.648,0.686756268
4.44E-09,197506.419,0.488786439
5.35E-09,197502.75,0.688865967
4.03E-10,197768.246,0.258581866
2.88E-09,197755.876,0.423675183
2.63E-10,197505.096,0.24902843
2.56E-09,197486.267,0.423696173
2.25E-10,197261.275,0.757524591
5.21E-09,197261.962,0.804833919
9.18E-11,196991.709,0.811284301
5.04E-09,196991.709,0.811284301
3.13E-09,197232.847,0.658198211
2.80E-09,196977.301,0.677358152
5.35E-09,197261.369,1.1694025
5.35E-09,197258.543,1.42989293
5.35E-09,196977.022,1.18720055
5.35E-09,196971.771,1.45514399
5.35E-09,197243.166,0.881185901
5.35E-09,197246.311,1.11560946
5.35E-09,196969.062,0.894195613
5.35E-09,196966.746,1.13819135
1.48E-11,196625.271,0.83030741
4.77E-09,196625.271,0.83030741
1.68E-16,196413.165,0.874841732
4.45E-09,196413.165,0.874841732
2.46E-09,196682.454,0.700262161
2.13E-09,196366.058,0.720846912
5.35E-09,196663.224,1.20575189
5.35E-09,196672.151,1.47962323
5.35E-09,196375.545,1.2165943
5.35E-09,196365.083,1.50191279
5.35E-09,196669.765,0.909632492
5.35E-09,196668.845,1.16008904
5.35E-09,196356.288,0.917976702
5.35E-09,196350.9,1.17597676
3.06E-10,197245.411,0.348488908
1.88E-10,196954.877,0.361903125
4.16E-09,197239.82,0.480527292
5.35E-09,197235.149,0.691032935
3.83E-09,196956.045,0.462904677
5.35E-09,196956.405,0.693280623
1.52E-10,197237.162,0.238994166
2.25E-09,197221.37,0.414316998
7.08E-11,196960.83,0.28672507
1.93E-09,196936.547,0.397299524
9.85E-11,196701.339,0.383005112
3.73E-11,196360.271,0.443280808
3.46E-09,196656.221,0.439405401
5.35E-09,196657.522,0.703040781
3.04E-09,196360.271,0.443280808
5.35E-09,196358.756,0.701012488
2.01E-11,196656.221,0.439405401
1.61E-09,196632.691,0.351933425
1.02E-12,196360.271,0.443280808
1.30E-09,196379.757,0.364668702
4.15E-09,196056.146,0.924515604
3.85E-09,195693.775,0.952753222
1.79E-09,195972.089,0.740104005
1.48E-09,195658.12,0.760194103
5.35E-09,196047.126,1.22481062
5.35E-09,196038.984,1.52360775
5.35E-09,195694.579,1.23729293
5.35E-09,195694.444,1.54672692
5.35E-09,195995.013,0.927213551
5.35E-09,196008.355,1.18904806
5.35E-09,195667.169,0.934108037
5.35E-09,195665.699,1.20156574
3.55E-09,195340.91,0.974101476
3.25E-09,194979.261,0.99289255
1.21E-09,195330.68,0.775832459
9.61E-10,194941.727,0.800306361
5.35E-09,195337.752,1.24966491
5.35E-09,195338.613,1.57117531
5.35E-09,194974.268,1.26202542
5.35E-09,194975.396,1.59690913
5.32E-09,195318.581,0.939659114
5.35E-09,195312.9,1.21353333
5.25E-09,194945.65,0.953181408
5.35E-09,194940.794,1.22769916
5.71E-12,195993.184,0.457719443
2.36E-16,195673.412,0.500267398
2.64E-09,195993.184,0.457719443
5.34E-09,196005.542,0.697650957
2.27E-09,195673.412,0.500267398
5.29E-09,195664.675,0.701257192
1.02E-09,196013.972,0.456485764
7.87E-10,195663.052,0.488197078
1.96E-09,195319.211,0.573414932
5.20E-09,195303.668,0.701847973
1.66E-09,194934.438,0.601003192
5.07E-09,194905.785,0.708452918
5.78E-10,195299.992,0.508086897
3.98E-10,194905.399,0.530612451
2.95E-09,194614.755,1.01165085
2.65E-09,194253.58,1.03138826
7.42E-10,194596.939,0.827076936
5.50E-10,194267.34,0.847168162
5.35E-09,194611.255,1.27478758
5.35E-09,194613.929,1.62394764
5.35E-09,194253.176,1.28851892
5.35E-09,194252.639,1.65232785
5.15E-09,194579.189,0.966676754
5.35E-09,194579.312,1.24261078
5.02E-09,194268.755,0.982327921
5.35E-09,194240.066,1.25927667
2.35E-09,193870.091,1.05054963
2.05E-09,193461.104,1.07022418
3.84E-10,193888.386,0.871825481
2.46E-10,193486.522,0.914916861
5.35E-09,193869.591,1.30268045
5.35E-09,193867.278,1.68188897
5.35E-09,193459.666,1.31641792
5.35E-09,193460.759,1.7120224
4.85E-09,193878.728,0.999588432
5.35E-09,193858.616,1.27733386
4.63E-09,193466.932,1.01678211
5.35E-09,193454.581,1.29754738
1.39E-09,194527.409,0.627068605
4.90E-09,194537.599,0.713630407
1.15E-09,194256.773,0.635565663
4.68E-09,194235.464,0.718886305
2.49E-10,194504.936,0.563165632
1.32E-10,194182.492,0.628748575
9.20E-10,193857.524,0.625300812
4.42E-09,193827.687,0.72981099
7.18E-10,193442.685,0.621012125
4.09E-09,193436.443,0.75145106
5.10E-11,193827.687,0.72981099
7.86E-12,193436.443,0.75145106
1.74E-09,198304.155,0.630935081
2.18E-09,198306.731,0.6319402
1.44E-09,198081.861,0.635404268
1.89E-09,198048.253,0.642241556
5.35E-09,198315.801,0.81237142
5.35E-09,198307.583,0.815669936
5.35E-09,198073.037,0.814270673
5.35E-09,198052.192,0.819642928
1.48E-09,198300.453,0.528015863
1.63E-10,198308.256,0.395734439
1.18E-09,198044.024,0.527725928
6.88E-11,198021.939,0.450819254
5.35E-09,198289.12,0.682375872
4.80E-09,198272.669,0.461334562
5.35E-09,198033.437,0.674336867
4.55E-09,198021.939,0.450819254
1.15E-09,197806.147,0.632595612
1.60E-09,197785.593,0.652076665
8.57E-10,197501.102,0.628120686
1.31E-09,197520.559,0.661105817
5.35E-09,197808.302,0.817165194
5.35E-09,197789.529,0.824981123
5.35E-09,197527.526,0.819937079
5.35E-09,197521.64,0.830245287
8.81E-10,197749.618,0.534350254
1.44E-11,197754.032,0.443543337
6.04E-10,197520.303,0.536370742
1.10E-13,197520.048,0.436662889
5.35E-09,197760.869,0.665730173
4.24E-09,197754.032,0.443543337
5.35E-09,197516.808,0.659683042
3.90E-09,197520.048,0.436662889
1.45E-09,198271.65,0.235042751
1.19E-09,198023.917,0.236318462
9.51E-10,197770.005,0.243492231
7.38E-10,197515.498,0.248148689
5.72E-10,197279.229,0.669824371
1.02E-09,197244.745,0.655351551
3.37E-10,196982.579,0.770015192
7.37E-10,196952.225,0.578534413
5.35E-09,197269.165,0.819226688
5.35E-09,197246.23,0.837731219
5.33E-09,196982.439,0.818460896
5.35E-09,196954.592,0.850755167
3.81E-10,197259.135,0.514070086
2.04E-10,196982.482,0.53734817
5.31E-09,197254.003,0.656367352
3.57E-09,197236.946,0.424857934
5.21E-09,196970.154,0.65347518
3.24E-09,196952.129,0.441045206
1.61E-10,196679.037,0.820464189
4.50E-10,196641.365,0.592487845
4.15E-11,196342.285,0.822210136
1.74E-10,196335.386,0.862099622
5.24E-09,196679.037,0.820464189
5.35E-09,196653.148,0.855624615
5.06E-09,196342.285,0.822210136
5.35E-09,196335.386,0.862099622
7.59E-11,196653.655,0.658429765
8.59E-12,196336.199,0.693377864
5.04E-09,196653.655,0.658429765
2.91E-09,196617.984,0.478597486
4.77E-09,196336.199,0.693377864
2.59E-09,196341.029,0.500348718
5.51E-10,197235.932,0.232214941
3.91E-10,196964.651,0.195082138
2.56E-10,196668.186,0.214524481
1.50E-10,196333.644,0.281882688
5.35E-09,198324.63,1.13589614
5.35E-09,198312.837,1.13620945
5.35E-09,198072.522,1.14710923
5.35E-09,198057.559,1.15019591
5.35E-09,198329.387,1.42111352
5.35E-09,198317.652,1.42343825
5.35E-09,198073.387,1.4395453
5.35E-09,198059.897,1.44496173
5.35E-09,198288.472,0.998264582
5.35E-09,198273.878,0.754817804
5.35E-09,198037.075,1.00900519
5.35E-09,198023.067,0.754089875
5.35E-09,198291.808,1.25881287
5.35E-09,198278.378,0.97874169
5.35E-09,198042.592,1.27842897
5.35E-09,198028.187,0.990566146
5.35E-09,197810.909,1.15885045
5.35E-09,197793.18,1.16481432
5.35E-09,197540.012,1.1706022
5.35E-09,197522.044,1.17982361
5.35E-09,197810.669,1.45886708
5.35E-09,197793.948,1.46738338
5.35E-09,197540.007,1.47873457
5.35E-09,197520.976,1.49037619
5.35E-09,197779.407,1.02128521
5.35E-09,197764.408,0.755277839
5.35E-09,197521.143,1.03493218
5.35E-09,197507.824,0.760061508
5.35E-09,197787.352,1.2997844
5.35E-09,197770.049,1.00571503
5.35E-09,197525.124,1.32261681
5.35E-09,197505.413,1.02416208
5.35E-09,198333.167,1.61957239
5.35E-09,198322.008,1.63150795
5.35E-09,198074.324,1.64163238
5.35E-09,198061.607,1.6561891
5.35E-09,198327.247,1.65726434
5.35E-09,198309.806,1.68708234
5.35E-09,198065.687,1.68023349
5.35E-09,198046.1,1.71162494
5.35E-09,198298.07,1.45439694
5.35E-09,198285.351,1.15198847
5.35E-09,198047.569,1.47817499
5.35E-09,198033.01,1.1682558
5.35E-09,198297.653,1.53782348
5.35E-09,198281.44,1.24136353
5.35E-09,198045.52,1.56232521
5.35E-09,198024.906,1.25904419
5.35E-09,197809.14,1.6644038
5.35E-09,197793.607,1.68138593
5.35E-09,197537.172,1.68761057
5.35E-09,197519.299,1.70697868
5.35E-09,197800.331,1.70391837
5.35E-09,197778.049,1.73639588
5.35E-09,197530.11,1.72799386
5.35E-09,197506.958,1.76110905
5.35E-09,197789.819,1.50331465
5.35E-09,197773.239,1.18670991
5.35E-09,197524.701,1.52953286
5.35E-09,197505.262,1.20697124
5.35E-09,197787.482,1.58795431
5.35E-09,197762.434,1.27877689
5.35E-09,197522.893,1.61429639
5.35E-09,197495.389,1.29977356
5.25E-09,198267.852,0.436353522
1.22E-09,198273.219,0.201749515
5.15E-09,198019.355,0.42460208
9.73E-10,198019.835,0.199361909
5.35E-09,198267.858,0.671576532
4.17E-09,198270.267,0.374625614
5.35E-09,198018.806,0.669198053
3.85E-09,198016.666,0.372023402
2.47E-13,198270.267,0.374625614
5.02E-09,197764.847,0.412702058
7.55E-10,197766.635,0.201776367
4.85E-09,197503.443,0.400904235
5.62E-10,197507.626,0.196259511
5.35E-09,197762.237,0.667651164
3.53E-09,197758.622,0.371448843
5.35E-09,197498.357,0.668809671
3.21E-09,197493.274,0.371713738
5.35E-09,198272.931,0.827788895
5.35E-09,198268.489,0.464569112
5.35E-09,198022.121,0.832889486
5.30E-09,198017.126,0.459892369
5.35E-09,198270.487,0.91015737
5.35E-09,198263.327,0.536014404
5.35E-09,198013.965,0.917399376
5.35E-09,198001.814,0.524930165
4.35E-10,198274.02,0.3583891
2.23E-10,198041.916,0.41399017
7.85E-10,198265.437,0.455822573
4.94E-10,198004.29,0.483824814
5.35E-09,197762.905,0.839941127
5.17E-09,197755.889,0.461931782
5.35E-09,197496.618,0.848231644
4.90E-09,197480.656,0.472531659
5.35E-09,197750.72,0.927624023
5.35E-09,197741.841,0.51995294
5.35E-09,197483.838,0.940056858
5.26E-09,197456.338,0.523254024
7.46E-11,197755.889,0.461931782
4.61E-12,197480.656,0.472531659
2.11E-10,197741.841,0.51995294
1.45E-11,197456.338,0.523254024
5.35E-09,197262.219,1.1814961
5.35E-09,197243.562,1.19491512
5.35E-09,196971.058,1.19162964
5.35E-09,196950.692,1.20888978
5.35E-09,197258.622,1.49865695
5.35E-09,197240.362,1.51347313
5.35E-09,196966.576,1.51857407
5.35E-09,196948.537,1.5359292
5.35E-09,197251.412,1.04932044
5.35E-09,197233.458,0.772109203
5.35E-09,196965.44,1.06029974
5.35E-09,196943.939,0.776549495
5.35E-09,197251.427,1.34583549
5.35E-09,197232.1,1.04352809
5.35E-09,196963.479,1.36820275
5.35E-09,196942.387,1.06096073
5.35E-09,196665.237,1.20141968
5.35E-09,196644.336,1.22096973
5.35E-09,196341.276,1.21156294
5.35E-09,196324.449,1.23135725
5.35E-09,196661.849,1.53850451
5.35E-09,196644.82,1.55833464
5.35E-09,196344.09,1.55877421
5.35E-09,196329.076,1.58108629
5.35E-09,196659.015,1.07042597
5.35E-09,196631.623,0.774013199
5.35E-09,196340.305,1.08143012
5.35E-09,196322.048,0.776443229
5.35E-09,196659.461,1.39056328
5.35E-09,196639.195,1.07764907
5.35E-09,196343.21,1.41395666
5.35E-09,196324.061,1.09611314
5.35E-09,197256.011,1.71094816
5.35E-09,197238.894,1.73250224
5.35E-09,196965.435,1.7342237
5.35E-09,196949.707,1.75751853
5.35E-09,197251.723,1.75213291
5.35E-09,197230.709,1.78526887
5.35E-09,196962.346,1.77604021
5.35E-09,196943.928,1.80878992
5.35E-09,197248.481,1.55618737
5.35E-09,197230.731,1.22773664
5.35E-09,196960.757,1.58274648
5.35E-09,196942.224,1.24745727
5.35E-09,197248.625,1.64089033
5.35E-09,197225.419,1.32051446
5.35E-09,196961.248,1.66751555
5.35E-09,196938.951,1.34088133
5.35E-09,196663.212,1.75735881
5.35E-09,196649.821,1.78235923
5.35E-09,196348.902,1.78051343
5.35E-09,196337.985,1.80739877
5.35E-09,196659.786,1.79960105
5.35E-09,196643.897,1.83184323
5.35E-09,196343.882,1.8230162
5.35E-09,196329.72,1.85479271
5.35E-09,196659.606,1.60955156
5.35E-09,196637.856,1.26656557
5.35E-09,196345.224,1.63726408
5.35E-09,196323.484,1.28687393
5.35E-09,196659.501,1.69421471
5.35E-09,196636.983,1.36134184
5.35E-09,196344.622,1.72139735
5.35E-09,196318.783,1.38314872
4.64E-09,197229.918,0.39392972
3.97E-10,197242.168,0.171645667
4.39E-09,196948.466,0.405584559
2.59E-10,196958.441,0.159354097
5.35E-09,197229.789,0.672899358
2.90E-09,197234.934,0.36953011
5.35E-09,196938.199,0.675258152
2.58E-09,196931.79,0.349957788
4.10E-09,196640.985,0.423824002
1.49E-10,196652.271,0.208124696
3.77E-09,196310.861,0.432262067
6.88E-11,196336.751,0.303322624
5.35E-09,196637.4,0.671032598
2.26E-09,196642.592,0.357584709
5.35E-09,196311.446,0.670118585
1.94E-09,196298.849,0.399734421
5.35E-09,197231.097,0.858364108
4.58E-09,197238.33,0.489191892
5.35E-09,196946.663,0.867423894
4.29E-09,196959.511,0.523970545
5.35E-09,197230.823,0.951332278
4.97E-09,197251.56,0.542028347
5.35E-09,196942.459,0.962302961
4.68E-09,196946.606,0.567126131
5.35E-09,196633.892,0.873294176
3.99E-09,196627.262,0.561667047
5.35E-09,196314.269,0.880604159
3.70E-09,196303.77,0.583292385
5.35E-09,196637.389,0.970788739
4.39E-09,196642.221,0.599649064
5.35E-09,196309.251,0.979468537
4.11E-09,196290.734,0.640161622
7.22E-13,195973.553,0.829896178
4.28E-12,195939.012,0.885357628
4.76E-09,195973.553,0.829896178
5.23E-09,195939.012,0.885357628
4.45E-09,195675.655,0.869877326
4.94E-09,195655.301,0.903801523
4.45E-09,196004.99,0.735156292
2.25E-09,195971.685,0.526564921
4.15E-09,195669.46,0.750658979
1.92E-09,195602.29,0.550911562
4.16E-09,195351.383,0.92210731
4.66E-09,195336.406,0.920609388
3.87E-09,194993.427,0.953229699
4.37E-09,194995.553,0.944844869
3.86E-09,195340.393,0.756846965
1.60E-09,195304.086,0.564977292
3.56E-09,195007.65,0.756913454
1.31E-09,195017.319,0.559154409
7.10E-11,196005.347,0.30489701
2.13E-11,195600.968,0.448088558
1.37E-12,195311.464,0.447574469
3.57E-09,194613.878,0.97870535
4.09E-09,194642.56,0.971962243
3.28E-09,194226.065,1.00179037
3.80E-09,194263.716,0.993125461
3.26E-09,194674.382,0.756332431
1.05E-09,194699.872,0.510295628
2.97E-09,194313.223,0.805648292
8.24E-10,194365.061,0.548052804
2.99E-09,193840.414,1.02387653
3.52E-09,193846.932,1.01386025
2.70E-09,193418.956,1.04813238
3.23E-09,193413.347,1.04227625
2.67E-09,193864.581,0.880241735
6.21E-10,193887.321,0.685847477
2.38E-09,193409.754,0.917648559
4.44E-10,193407.215,0.729059514
5.35E-09,196002.973,1.22392647
5.35E-09,195979.265,1.24278534
5.35E-09,195675.371,1.23336259
5.35E-09,195663.754,1.25514093
5.35E-09,196015.364,1.57976319
5.35E-09,196000.929,1.60480123
5.35E-09,195681.837,1.60132907
5.35E-09,195673.325,1.63014792
5.35E-09,196013.225,1.09413062
5.35E-09,195977.798,0.784856907
5.35E-09,195677.874,1.11047345
5.35E-09,195641.09,0.798351658
5.35E-09,196018.914,1.4389275
5.35E-09,195995.721,1.11638115
5.35E-09,195687.893,1.46641461
5.35E-09,195667.085,1.13757141
5.35E-09,195340.62,1.24346232
5.35E-09,195336.734,1.2686287
5.35E-09,194986.017,1.25852121
5.35E-09,194993.025,1.2850398
5.35E-09,195339.67,1.6242681
5.35E-09,195337.39,1.65711277
5.35E-09,194983.528,1.64903408
5.35E-09,194988.78,1.68563089
5.35E-09,195346.505,1.12860764
5.35E-09,195327.672,0.813624847
5.35E-09,195010.568,1.14930822
5.34E-09,195027.277,0.834171839
5.35E-09,195353.824,1.49635249
5.35E-09,195343.016,1.16001633
5.35E-09,195013.618,1.52801097
5.35E-09,195022.237,1.18347003
5.35E-09,196023.685,1.80402057
5.35E-09,196014.903,1.83273695
5.35E-09,195687.309,1.82845227
5.35E-09,195682.842,1.85886641
5.35E-09,196016.076,1.84651104
5.35E-09,196002.879,1.87780138
5.35E-09,195678.505,1.87027826
5.35E-09,195664.243,1.90097452
5.35E-09,196022.595,1.66636818
5.35E-09,195999.636,1.30937126
